artist,track,position,date
Divine Styler Feat. The Scheme Team,"Stop, Look, Listen",12,1990-03-31
M.C. Hammer,Ain't Sayin' Nothin',13,1990-03-31
Bobby Jimmy & The Critters,Help The Children,14,1990-03-31
The 2 Live Crew,Somebody Farted,15,1990-03-31
Professor Griff,C'mon Babe,16,1990-03-31
Maestro Fresh-Wes,Pawns In The Game,17,1990-03-31
The D.O.C.,Let Your Back Bone Slide,18,1990-03-31
Queen Latifah Featuring Monie Love,The Formula,19,1990-03-31
The Young And The Restless,Ladies First,20,1990-03-31
A Tribe Called Quest,Poison Ivy,21,1990-03-31
Vicious Beat Posse,I Left My Wallet In El Segundo,22,1990-03-31
Oaktown's 3.5.7,Legalized Dope,23,1990-03-31
Kid Sensation,Juicy Gotcha Crazy,24,1990-03-31
Digital Underground,The Humpty Dance,1,1990-04-07
Above The Law,Murder Rap,2,1990-04-07
Salt-N-Pepa,Expression,3,1990-04-07
Rodney O & Joe Cooley,Say It Loud,4,1990-04-07
Kid 'N Play,Funhouse,5,1990-04-07
De La Soul,Buddy,6,1990-04-07
LL Cool J,Jingling Baby,7,1990-04-07
Low Profile,Pay Ya Dues,8,1990-04-07
Professor Griff,Pawns In The Game,9,1990-04-07
The D.O.C.,"Stop, Look, Listen",10,1990-04-07
Heavy D & The Boyz,The Formula,11,1990-04-07
Bobby Jimmy & The Critters,"Gyrlz, They Love Me",12,1990-04-07
Maestro Fresh-Wes,Somebody Farted,13,1990-04-07
Public Enemy,Let Your Back Bone Slide,14,1990-04-07
3rd Bass,Welcome To The Terrordome,15,1990-04-07
M.C. Hammer,The Gas Face,16,1990-04-07
Oaktown's 3.5.7,Help The Children,17,1990-04-07
Divine Styler Feat. The Scheme Team,Juicy Gotcha Crazy,18,1990-04-07
The 2 Live Crew,Ain't Sayin' Nothin',19,1990-04-07
A Tribe Called Quest,C'mon Babe,20,1990-04-07
Kid Sensation,I Left My Wallet In El Segundo,21,1990-04-07
The 2 Live Crew,Back To Boom,22,1990-04-07
M.C. Hammer,The Funk Shop,23,1990-04-07
The Young And The Restless,Dancin' Machine,24,1990-04-07
Digital Underground,The Humpty Dance,1,1990-04-14
Above The Law,Murder Rap,2,1990-04-14
Kid 'N Play,Funhouse,3,1990-04-14
Salt-N-Pepa,Expression,4,1990-04-14
Rodney O & Joe Cooley,Say It Loud,5,1990-04-14
LL Cool J,Jingling Baby,6,1990-04-14
Professor Griff,Pawns In The Game,7,1990-04-14
Low Profile,Pay Ya Dues,8,1990-04-14
The D.O.C.,The Formula,9,1990-04-14
De La Soul,"Stop, Look, Listen",10,1990-04-14
Oaktown's 3.5.7,Buddy,11,1990-04-14
A Tribe Called Quest,Juicy Gotcha Crazy,12,1990-04-14
Bobby Jimmy & The Critters,I Left My Wallet In El Segundo,13,1990-04-14
M.C. Hammer,Somebody Farted,14,1990-04-14
Heavy D & The Boyz,Help The Children,15,1990-04-14
Maestro Fresh-Wes,"Gyrlz, They Love Me",16,1990-04-14
Divine Styler Feat. The Scheme Team,Let Your Back Bone Slide,17,1990-04-14
Kid Sensation,Ain't Sayin' Nothin',18,1990-04-14
Public Enemy,Back To Boom,19,1990-04-14
The 2 Live Crew,Welcome To The Terrordome,20,1990-04-14
3rd Bass,The Funk Shop,21,1990-04-14
Missy Mist,The Gas Face,22,1990-04-14
M.C. Shy-D,Gettin' Bass,23,1990-04-14
Kenny B Devine,Don't Sweat Me,24,1990-04-14
Above The Law,Murder Rap,1,1990-04-21
Digital Underground,The Humpty Dance,2,1990-04-21
Kid 'N Play,Funhouse,3,1990-04-21
The D.O.C.,The Formula,4,1990-04-21
Professor Griff,Pawns In The Game,5,1990-04-21
Salt-N-Pepa,Expression,6,1990-04-21
LL Cool J,Jingling Baby,7,1990-04-21
Low Profile,Pay Ya Dues,8,1990-04-21
Rodney O & Joe Cooley,"Stop, Look, Listen",9,1990-04-21
Oaktown's 3.5.7,Say It Loud,10,1990-04-21
A Tribe Called Quest,Juicy Gotcha Crazy,11,1990-04-21
De La Soul,I Left My Wallet In El Segundo,12,1990-04-21
Public Enemy,Buddy,13,1990-04-21
Kid Sensation,911 Is A Joke,14,1990-04-21
Bobby Jimmy & The Critters,Back To Boom,15,1990-04-21
The 2 Live Crew,Somebody Farted,16,1990-04-21
Maestro Fresh-Wes,The Funk Shop,17,1990-04-21
Young And Restless,Let Your Back Bone Slide,18,1990-04-21
M.C. Shy-D,"""B"" Girls",19,1990-04-21
Power Jam Featuring Chill Rob G,Don't Sweat Me,20,1990-04-21
Kenny B Devine,The Power,21,1990-04-21
Missy Mist,Bass In The Box,22,1990-04-21
M.C. Hammer,Gettin' Bass,23,1990-04-21
Divine Styler Feat. The Scheme Team,Help The Children,24,1990-04-21
Above The Law,Murder Rap,1,1990-04-28
Digital Underground,The Humpty Dance,2,1990-04-28
Kid 'N Play,Funhouse,3,1990-04-28
Professor Griff,Pawns In The Game,4,1990-04-28
The D.O.C.,The Formula,5,1990-04-28
Salt-N-Pepa,Expression,6,1990-04-28
Oaktown's 3.5.7,Juicy Gotcha Crazy,7,1990-04-28
LL Cool J,Jingling Baby,8,1990-04-28
A Tribe Called Quest,I Left My Wallet In El Segundo,9,1990-04-28
Low Profile,Pay Ya Dues,10,1990-04-28
Public Enemy,"Stop, Look, Listen",11,1990-04-28
Young And Restless,911 Is A Joke,12,1990-04-28
Kid Sensation,"""B"" Girls",13,1990-04-28
The 2 Live Crew,Back To Boom,14,1990-04-28
De La Soul,The Funk Shop,15,1990-04-28
Rodney O & Joe Cooley,Buddy,16,1990-04-28
Kenny B Devine,Say It Loud,17,1990-04-28
M.C. Shy-D,Bass In The Box,18,1990-04-28
Missy Mist,Don't Sweat Me,19,1990-04-28
Power Jam Featuring Chill Rob G,Gettin' Bass,20,1990-04-28
Nice & Smooth,The Power,21,1990-04-28
Mark Dee,Funky For You,22,1990-04-28
Bobby Jimmy & The Critters,Get A Hold Of Yourself,23,1990-04-28
Sir Mix-A-Lot,Somebody Farted,24,1990-04-28
Kid 'N Play,Funhouse,1,1990-05-05
Above The Law,Murder Rap,2,1990-05-05
Digital Underground,The Humpty Dance,3,1990-05-05
Professor Griff,Pawns In The Game,4,1990-05-05
The D.O.C.,The Formula,5,1990-05-05
Public Enemy,911 Is A Joke,6,1990-05-05
Oaktown's 3.5.7,Juicy Gotcha Crazy,7,1990-05-05
Salt-N-Pepa,Expression,8,1990-05-05
A Tribe Called Quest,I Left My Wallet In El Segundo,9,1990-05-05
LL Cool J,Jingling Baby,10,1990-05-05
Young And Restless,"""B"" Girls",11,1990-05-05
Low Profile,Pay Ya Dues,12,1990-05-05
Power Jam Featuring Chill Rob G,The Power,13,1990-05-05
The 2 Live Crew,The Funk Shop,14,1990-05-05
Kid Sensation,Back To Boom,15,1990-05-05
Kenny B Devine,Bass In The Box,16,1990-05-05
M.C. Shy-D,Don't Sweat Me,17,1990-05-05
Nice & Smooth,"Stop, Look, Listen",18,1990-05-05
Mark Dee,Funky For You,19,1990-05-05
Queen Latifah,Get A Hold Of Yourself,20,1990-05-05
Missy Mist,Come Into My House,21,1990-05-05
Sir Mix-A-Lot,Gettin' Bass,22,1990-05-05
Rodney O & Joe Cooley,My Hooptie,23,1990-05-05
XClan,Say It Loud,24,1990-05-05
Kid 'N Play,Funhouse,1,1990-05-12
Above The Law,Murder Rap,2,1990-05-12
Digital Underground,The Humpty Dance,3,1990-05-12
Professor Griff,Pawns In The Game,4,1990-05-12
Public Enemy,911 Is A Joke,5,1990-05-12
The D.O.C.,The Formula,6,1990-05-12
Oaktown's 3.5.7,Juicy Gotcha Crazy,7,1990-05-12
Young And Restless,"""B"" Girls",8,1990-05-12
A Tribe Called Quest,I Left My Wallet In El Segundo,9,1990-05-12
Power Jam Featuring Chill Rob G,The Power,10,1990-05-12
LL Cool J,Jingling Baby,11,1990-05-12
Salt-N-Pepa,Expression,12,1990-05-12
Kid Sensation,Back To Boom,13,1990-05-12
Nice & Smooth,Funky For You,14,1990-05-12
Kenny B Devine,Bass In The Box,15,1990-05-12
M.C. Shy-D,Don't Sweat Me,16,1990-05-12
Mark Dee,Get A Hold Of Yourself,17,1990-05-12
Snap,The Power,18,1990-05-12
Low Profile,Pay Ya Dues,19,1990-05-12
Sir Mix-A-Lot,My Hooptie,20,1990-05-12
The 2 Live Crew,The Funk Shop,21,1990-05-12
Missy Mist,Gettin' Bass,22,1990-05-12
Queen Latifah,Come Into My House,23,1990-05-12
Heavy D & The Boyz,Big Tyme,24,1990-05-12
Kid 'N Play,Funhouse,1,1990-05-19
Public Enemy,911 Is A Joke,2,1990-05-19
Above The Law,Murder Rap,3,1990-05-19
Digital Underground,The Humpty Dance,4,1990-05-19
Professor Griff,Pawns In The Game,5,1990-05-19
Young And Restless,"""B"" Girls",6,1990-05-19
Oaktown's 3.5.7,Juicy Gotcha Crazy,7,1990-05-19
The D.O.C.,The Formula,8,1990-05-19
Power Jam Featuring Chill Rob G,The Power,9,1990-05-19
Nice & Smooth,Funky For You,10,1990-05-19
Snap,The Power,11,1990-05-19
Ice Cube,Amerikkka's Most Wanted,12,1990-05-19
A Tribe Called Quest,I Left My Wallet In El Segundo,13,1990-05-19
Kenny B Devine,Bass In The Box,14,1990-05-19
LL Cool J,Jingling Baby,15,1990-05-19
Salt-N-Pepa,Expression,16,1990-05-19
Sir Mix-A-Lot,My Hooptie,17,1990-05-19
Mark Dee,Get A Hold Of Yourself,18,1990-05-19
Kid Sensation,Back To Boom,19,1990-05-19
M.C. Shy-D,Don't Sweat Me,20,1990-05-19
M.C. Hammer,U Can't Touch This,21,1990-05-19
XClan,Raise The Flag,22,1990-05-19
Queen Latifah,Come Into My House,23,1990-05-19
The 2 Live Crew,The Funk Shop,24,1990-05-19
Jungle Brothers,What U Waitin 4?,25,1990-05-19
Public Enemy,911 Is A Joke,1,1990-05-26
Kid 'N Play,Funhouse,2,1990-05-26
Digital Underground,The Humpty Dance,3,1990-05-26
Young And Restless,"""B"" Girls",4,1990-05-26
Professor Griff,Pawns In The Game,5,1990-05-26
Power Jam Featuring Chill Rob G,The Power,6,1990-05-26
Above The Law,Murder Rap,7,1990-05-26
Ice Cube,Amerikkka's Most Wanted,8,1990-05-26
Snap,The Power,9,1990-05-26
Oaktown's 3.5.7,Juicy Gotcha Crazy,10,1990-05-26
Nice & Smooth,Funky For You,11,1990-05-26
The D.O.C.,The Formula,12,1990-05-26
Sir Mix-A-Lot,My Hooptie,13,1990-05-26
Mark Dee,Get A Hold Of Yourself,14,1990-05-26
M.C. Hammer,U Can't Touch This,15,1990-05-26
A Tribe Called Quest,I Left My Wallet In El Segundo,16,1990-05-26
Kenny B Devine,Bass In The Box,17,1990-05-26
Kid Sensation,Back To Boom,18,1990-05-26
XClan,Raise The Flag,19,1990-05-26
Partners In Kryme,Turtle Power,20,1990-05-26
Salt-N-Pepa,Expression,21,1990-05-26
LL Cool J,Jingling Baby,22,1990-05-26
M.C. Shy-D,Don't Sweat Me,23,1990-05-26
Icey Jaye,It's Just A Girl Thing,24,1990-05-26
Audio Two,On The Road Again,25,1990-05-26
Public Enemy,911 Is A Joke,1,1990-06-02
Ice Cube,Amerikkka's Most Wanted,2,1990-06-02
Snap,The Power,3,1990-06-02
Young And Restless,"""B"" Girls",4,1990-06-02
Power Jam Featuring Chill Rob G,The Power,5,1990-06-02
Digital Underground,The Humpty Dance,6,1990-06-02
M.C. Hammer,U Can't Touch This,7,1990-06-02
Kid 'N Play,Funhouse,8,1990-06-02
Nice & Smooth,Funky For You,9,1990-06-02
Above The Law,Murder Rap,10,1990-06-02
Professor Griff,Pawns In The Game,11,1990-06-02
Sir Mix-A-Lot,My Hooptie,12,1990-06-02
Oaktown's 3.5.7,Juicy Gotcha Crazy,13,1990-06-02
Partners In Kryme,Turtle Power,14,1990-06-02
Mark Dee,Get A Hold Of Yourself,15,1990-06-02
XClan,Raise The Flag,16,1990-06-02
The D.O.C.,The Formula,17,1990-06-02
Icey Jaye,It's Just A Girl Thing,18,1990-06-02
LL Cool J,Jingling Baby,19,1990-06-02
Salt-N-Pepa,Expression,20,1990-06-02
Jungle Brothers,What U Waitin 4?,21,1990-06-02
Audio Two,On The Road Again,22,1990-06-02
David Bowie With Queen Latifah,Fame 90,23,1990-06-02
Kid Sensation,Back To Boom,24,1990-06-02
M.C. Shy-D,Don't Sweat Me,25,1990-06-02
Ice Cube,Amerikkka's Most Wanted,1,1990-06-09
Public Enemy,911 Is A Joke,2,1990-06-09
Snap,The Power,3,1990-06-09
Power Jam Featuring Chill Rob G,The Power,4,1990-06-09
M.C. Hammer,U Can't Touch This,5,1990-06-09
Young And Restless,"""B"" Girls",6,1990-06-09
Digital Underground,The Humpty Dance,7,1990-06-09
Sir Mix-A-Lot,My Hooptie,8,1990-06-09
Nice & Smooth,Funky For You,9,1990-06-09
Partners In Kryme,Turtle Power,10,1990-06-09
Kid 'N Play,Funhouse,11,1990-06-09
XClan,Raise The Flag,12,1990-06-09
Professor Griff,Pawns In The Game,13,1990-06-09
Above The Law,Murder Rap,14,1990-06-09
Icey Jaye,It's Just A Girl Thing,15,1990-06-09
Eric B. & Rakim,Let The Rhythm Hit 'Em,16,1990-06-09
Oaktown's 3.5.7,Juicy Gotcha Crazy,17,1990-06-09
Audio Two,On The Road Again,18,1990-06-09
Mellow Man Ace,Mentirosa,19,1990-06-09
Kwame & A New Beginning,Ownlee Eue,20,1990-06-09
David Bowie With Queen Latifah,Fame 90,21,1990-06-09
Jungle Brothers,What U Waitin 4?,22,1990-06-09
Silk Tymes Leather,The Woman In Me,23,1990-06-09
Compton's Most Wanted,One Time Gaffled Em Up,24,1990-06-09
M.C. Shy-D,Don't Sweat Me,25,1990-06-09
Ice Cube,Amerikkka's Most Wanted,1,1990-06-16
Snap,The Power,2,1990-06-16
Power Jam Featuring Chill Rob G,The Power,3,1990-06-16
M.C. Hammer,U Can't Touch This,4,1990-06-16
Public Enemy,911 Is A Joke,5,1990-06-16
Young And Restless,"""B"" Girls",6,1990-06-16
Sir Mix-A-Lot,My Hooptie,7,1990-06-16
Nice & Smooth,Funky For You,8,1990-06-16
Partners In Kryme,Turtle Power,9,1990-06-16
Digital Underground,The Humpty Dance,10,1990-06-16
Eric B. & Rakim,Let The Rhythm Hit 'Em,11,1990-06-16
Icey Jaye,It's Just A Girl Thing,12,1990-06-16
XClan,Raise The Flag,13,1990-06-16
David Bowie With Queen Latifah,Fame 90,14,1990-06-16
Kwame & A New Beginning,Ownlee Eue,15,1990-06-16
Audio Two,On The Road Again,16,1990-06-16
Mellow Man Ace,Mentirosa,17,1990-06-16
Compton's Most Wanted,One Time Gaffled Em Up,18,1990-06-16
Kid 'N Play,Funhouse,19,1990-06-16
Professor Griff,Pawns In The Game,20,1990-06-16
Jungle Brothers,What U Waitin 4?,21,1990-06-16
Silk Tymes Leather,The Woman In Me,22,1990-06-16
Oaktown's 3.5.7,Juicy Gotcha Crazy,23,1990-06-16
M.C. Shy-D,Don't Sweat Me,24,1990-06-16
Above The Law,Murder Rap,25,1990-06-16
Ice Cube,Amerikkka's Most Wanted,1,1990-06-23
Snap,The Power,2,1990-06-23
M.C. Hammer,U Can't Touch This,3,1990-06-23
Power Jam Featuring Chill Rob G,The Power,4,1990-06-23
Partners In Kryme,Turtle Power,5,1990-06-23
Eric B. & Rakim,Let The Rhythm Hit 'Em,6,1990-06-23
Public Enemy,911 Is A Joke,7,1990-06-23
Sir Mix-A-Lot,My Hooptie,8,1990-06-23
Young And Restless,"""B"" Girls",9,1990-06-23
Nice & Smooth,Funky For You,10,1990-06-23
Icey Jaye,It's Just A Girl Thing,11,1990-06-23
Digital Underground,The Humpty Dance,12,1990-06-23
XClan,Raise The Flag,13,1990-06-23
David Bowie With Queen Latifah,Fame 90,14,1990-06-23
Compton's Most Wanted,One Time Gaffled Em Up,15,1990-06-23
Audio Two,On The Road Again,16,1990-06-23
Kwame & A New Beginning,Ownlee Eue,17,1990-06-23
Mellow Man Ace,Mentirosa,18,1990-06-23
Silk Tymes Leather,The Woman In Me,19,1990-06-23
Jungle Brothers,What U Waitin 4?,20,1990-06-23
The West Coast Rap All-Stars,We're All In The Same Gang,21,1990-06-23
Above The Law,Untouchable,22,1990-06-23
Def Dames,Set It Off,23,1990-06-23
The UBC,U Treat Me Right,24,1990-06-23
Kid 'N Play,Funhouse,25,1990-06-23
Snap,The Power,1,1990-06-30
M.C. Hammer,U Can't Touch This,2,1990-06-30
Ice Cube,Amerikkka's Most Wanted,3,1990-06-30
Partners In Kryme,Turtle Power,4,1990-06-30
Power Jam Featuring Chill Rob G,The Power,5,1990-06-30
Eric B. & Rakim,Let The Rhythm Hit 'Em,6,1990-06-30
Sir Mix-A-Lot,My Hooptie,7,1990-06-30
Young And Restless,"""B"" Girls",8,1990-06-30
Compton's Most Wanted,One Time Gaffled Em Up,9,1990-06-30
Icey Jaye,It's Just A Girl Thing,10,1990-06-30
Public Enemy,911 Is A Joke,11,1990-06-30
David Bowie With Queen Latifah,Fame 90,12,1990-06-30
Kwame & A New Beginning,Ownlee Eue,13,1990-06-30
The West Coast Rap All-Stars,We're All In The Same Gang,14,1990-06-30
Nice & Smooth,Funky For You,15,1990-06-30
Mellow Man Ace,Mentirosa,16,1990-06-30
Digital Underground,The Humpty Dance,17,1990-06-30
XClan,Raise The Flag,18,1990-06-30
Jungle Brothers,What U Waitin 4?,19,1990-06-30
Silk Tymes Leather,The Woman In Me,20,1990-06-30
Above The Law,Untouchable,21,1990-06-30
Audio Two,On The Road Again,22,1990-06-30
The UBC,U Treat Me Right,23,1990-06-30
Kool Moe Dee,God Made Me Funke,24,1990-06-30
Def Dames,Set It Off,25,1990-06-30
Snap,The Power,1,1990-07-07
M.C. Hammer,U Can't Touch This,2,1990-07-07
Partners In Kryme,Turtle Power,3,1990-07-07
Power Jam Featuring Chill Rob G,The Power,4,1990-07-07
Ice Cube,Amerikkka's Most Wanted,5,1990-07-07
Eric B. & Rakim,Let The Rhythm Hit 'Em,6,1990-07-07
The West Coast Rap All-Stars,We're All In The Same Gang,7,1990-07-07
Compton's Most Wanted,One Time Gaffled Em Up,8,1990-07-07
Sir Mix-A-Lot,My Hooptie,9,1990-07-07
Icey Jaye,It's Just A Girl Thing,10,1990-07-07
Kwame & A New Beginning,Ownlee Eue,11,1990-07-07
David Bowie With Queen Latifah,Fame 90,12,1990-07-07
Above The Law,Untouchable,13,1990-07-07
Public Enemy,911 Is A Joke,14,1990-07-07
Mellow Man Ace,Mentirosa,15,1990-07-07
Young And Restless,"""B"" Girls",16,1990-07-07
Silk Tymes Leather,The Woman In Me,17,1990-07-07
Audio Two,On The Road Again,18,1990-07-07
Nice & Smooth,Funky For You,19,1990-07-07
Jungle Brothers,What U Waitin 4?,20,1990-07-07
Kool Moe Dee,God Made Me Funke,21,1990-07-07
The UBC,U Treat Me Right,22,1990-07-07
Digital Underground,The Humpty Dance,23,1990-07-07
Poison Clan,The Girl That I Hate,24,1990-07-07
K-Solo,Spellbound,25,1990-07-07
Snap,The Power,1,1990-07-14
Partners In Kryme,Turtle Power,2,1990-07-14
M.C. Hammer,U Can't Touch This,3,1990-07-14
The West Coast Rap All-Stars,We're All In The Same Gang,4,1990-07-14
Eric B. & Rakim,Let The Rhythm Hit 'Em,5,1990-07-14
Power Jam Featuring Chill Rob G,The Power,6,1990-07-14
Ice Cube,Amerikkka's Most Wanted,7,1990-07-14
Compton's Most Wanted,One Time Gaffled Em Up,8,1990-07-14
Kwame & A New Beginning,Ownlee Eue,9,1990-07-14
Icey Jaye,It's Just A Girl Thing,10,1990-07-14
Above The Law,Untouchable,11,1990-07-14
Sir Mix-A-Lot,My Hooptie,12,1990-07-14
The UBC,U Treat Me Right,13,1990-07-14
D-Nice,Call Me D-Nice,14,1990-07-14
Mellow Man Ace,Mentirosa,15,1990-07-14
Silk Tymes Leather,The Woman In Me,16,1990-07-14
Kool Moe Dee,God Made Me Funke,17,1990-07-14
K-Solo,Spellbound,18,1990-07-14
Poor Righteous Teachers,Rock Dis Funky Joint,19,1990-07-14
Public Enemy,911 Is A Joke,20,1990-07-14
Poison Clan,The Girl That I Hate,21,1990-07-14
Def Dames,Set It Off,22,1990-07-14
David Bowie With Queen Latifah,Smooth & Legit,23,1990-07-14
Audio Two,Fame 90,24,1990-07-14
The West Coast Rap All-Stars,We're All In The Same Gang,1,1990-07-21
Snap,The Power,2,1990-07-21
Eric B. & Rakim,Let The Rhythm Hit 'Em,3,1990-07-21
M.C. Hammer,U Can't Touch This,4,1990-07-21
Compton's Most Wanted,One Time Gaffled Em Up,5,1990-07-21
Kwame & A New Beginning,Ownlee Eue,6,1990-07-21
Partners In Kryme,Turtle Power,7,1990-07-21
Above The Law,Untouchable,8,1990-07-21
Power Jam Featuring Chill Rob G,The Power,9,1990-07-21
Ice Cube,Amerikkka's Most Wanted,10,1990-07-21
D-Nice,Call Me D-Nice,11,1990-07-21
Icey Jaye,It's Just A Girl Thing,12,1990-07-21
Kool Moe Dee,God Made Me Funke,13,1990-07-21
Poor Righteous Teachers,Rock Dis Funky Joint,14,1990-07-21
The UBC,U Treat Me Right,15,1990-07-21
K-Solo,Spellbound,16,1990-07-21
Mellow Man Ace,Mentirosa,17,1990-07-21
Poison Clan,The Girl That I Hate,18,1990-07-21
Silk Tymes Leather,Smooth & Legit,19,1990-07-21
Def Dames,The Woman In Me,20,1990-07-21
Public Enemy,Set It Off,21,1990-07-21
Sir Mix-A-Lot,911 Is A Joke,22,1990-07-21
Kid Frost,My Hooptie,23,1990-07-21
Digital Underground,La Raza,24,1990-07-21
The West Coast Rap All-Stars,We're All In The Same Gang,1,1990-07-28
Eric B. & Rakim,Let The Rhythm Hit 'Em,2,1990-07-28
Kwame & A New Beginning,Ownlee Eue,3,1990-07-28
Snap,The Power,4,1990-07-28
Compton's Most Wanted,One Time Gaffled Em Up,5,1990-07-28
Above The Law,Untouchable,6,1990-07-28
M.C. Hammer,U Can't Touch This,7,1990-07-28
D-Nice,Call Me D-Nice,8,1990-07-28
Power Jam Featuring Chill Rob G,The Power,9,1990-07-28
The UBC,U Treat Me Right,10,1990-07-28
K-Solo,Spellbound,11,1990-07-28
Poor Righteous Teachers,Rock Dis Funky Joint,12,1990-07-28
Kool Moe Dee,God Made Me Funke,13,1990-07-28
Ice Cube,Amerikkka's Most Wanted,14,1990-07-28
Mellow Man Ace,Mentirosa,15,1990-07-28
Partners In Kryme,Smooth & Legit,16,1990-07-28
Icey Jaye,Turtle Power,17,1990-07-28
Poison Clan,It's Just A Girl Thing,18,1990-07-28
Def Dames,The Girl That I Hate,19,1990-07-28
Silk Tymes Leather,Set It Off,20,1990-07-28
Luke Featuring The 2 Live Crew,The Woman In Me,21,1990-07-28
Kid Frost,Banned In The U.S.A.,22,1990-07-28
Public Enemy,La Raza,23,1990-07-28
Public Enemy,Brother's Gonna Work It Out,24,1990-07-28
The West Coast Rap All-Stars,We're All In The Same Gang,1,1990-08-04
Eric B. & Rakim,Let The Rhythm Hit 'Em,2,1990-08-04
Kwame & A New Beginning,Ownlee Eue,3,1990-08-04
Above The Law,Untouchable,4,1990-08-04
Compton's Most Wanted,One Time Gaffled Em Up,5,1990-08-04
D-Nice,Call Me D-Nice,6,1990-08-04
Snap,The Power,7,1990-08-04
Luke Featuring The 2 Live Crew,Banned In The U.S.A.,8,1990-08-04
K-Solo,Spellbound,9,1990-08-04
Kool Moe Dee,God Made Me Funke,10,1990-08-04
Poor Righteous Teachers,Rock Dis Funky Joint,11,1990-08-04
M.C. Hammer,U Can't Touch This,12,1990-08-04
The UBC,Smooth & Legit,13,1990-08-04
Mellow Man Ace,U Treat Me Right,14,1990-08-04
Father M.C.,Mentirosa,15,1990-08-04
Ice Cube,Treat Them Like They Want To Be. . .,16,1990-08-04
Kid Frost,Amerikkka's Most Wanted,17,1990-08-04
Power Jam Featuring Chill Rob G,La Raza,18,1990-08-04
Poison Clan,The Power,19,1990-08-04
M.C. Trouble,The Girl That I Hate,20,1990-08-04
LL Cool J,(I Wanna) Make You Mine,21,1990-08-04
Three Times Dope,To Da Break Of Dawn,22,1990-08-04
M.C. Hammer,Weak At The Knees,23,1990-08-04
Def Dames,Have You Seen Her,24,1990-08-04
The West Coast Rap All-Stars,We're All In The Same Gang,1,1990-08-11
Eric B. & Rakim,Let The Rhythm Hit 'Em,2,1990-08-11
Kwame & A New Beginning,Ownlee Eue,3,1990-08-11
Above The Law,Untouchable,4,1990-08-11
D-Nice,Call Me D-Nice,5,1990-08-11
Luke Featuring The 2 Live Crew,Banned In The U.S.A.,6,1990-08-11
Compton's Most Wanted,One Time Gaffled Em Up,7,1990-08-11
Snap,The Power,8,1990-08-11
K-Solo,Spellbound,9,1990-08-11
Poor Righteous Teachers,Rock Dis Funky Joint,10,1990-08-11
Three Times Dope,Smooth & Legit,11,1990-08-11
The UBC,Weak At The Knees,12,1990-08-11
Father M.C.,U Treat Me Right,13,1990-08-11
Kid Frost,Treat Them Like They Want To Be. . .,14,1990-08-11
M.C. Trouble,La Raza,15,1990-08-11
Kool Moe Dee,(I Wanna) Make You Mine,16,1990-08-11
Mellow Man Ace,God Made Me Funke,17,1990-08-11
LL Cool J,Mentirosa,18,1990-08-11
M.C. Hammer,To Da Break Of Dawn,19,1990-08-11
